sentiment,review
-1,I am a big fan of Knorr broth and sauce mixes and use them frequently not only because of their great flavors but also their lower sodium content  So I decided to give the Mushroom Rice Sides and the Asian Chicken Fried Rice Sides a try  What a huge disappointment  Not only are they sticky and gummy texturewise they are virtually tasteless  Could not detect any mushroom flavor at all  Tried both the stove top and microwave directions and got the same poor results  Then tried adding broth mix various herbs onions etc all to no avail  The remaining nine packages of each of these are packed up for delivery to the local Food Bank
1,I bought this soup for my roommate because she is addicted to spicy foods  She loves it  I tried it and although the flavor was terrific it was just too spicy for me
1,I liked these  They are different but I cant say bad  We have had wheat and regular  I was fine with them
-1,This is by far the worst tasting canned drink energy or just regular soft drink of any sort that I have ever had The taste can only be described as like cherry cough medicine with all of the medicinal taste pushed to the front I took a big swig to start with and was shocked at how bad it was I followed up with another tentative taste to confirm it really was so horrible and then I asked my wife to try it and see what the flavor was She took a small taste grimaced and said 34Robitussin34On the positive side I drank it on Easter morning so I would stay awake during the sunrise service and then drive for an hour to go to a family gettogether and it did keep me awake
-1,I am a long time lover of Kraft Macaroni and Cheese the blue box please I have tried many different brands of microwavable macaroni and cheese and most are barely edible The Kraft Easy Mac falls into the barely edible category just barelyYou receive 18 pouches with this product THESE ARE NOT the Easy Mac bowls like you see in the stores These are packets that you have to open pour into a bowl and measure and add your own liquid to Like all Kraft Easy Mac the best thing about this product is that its quick and easy to prepare in fact thats the only thing I like about this productThe taste is NOTHING like Kraft Macaroni and Cheese in the blue box This has a powdery blah taste to it The cheese is not strong enough to taste cheesy but too strong to taste plain so it has sort of a milk that thickened consistency and taste and is just disgusting The noodles have that slimy clumpy appearance that many microwavable noodle products suffer from Its not the worst microwavable macaroni and cheese Ive ever eaten but its certainly not something I will buy again in the future
1,i was a bit skeptical at first but its a wonderful addition to eggs chowders anyplace you want a cheesy flavor that tastes like cheese and not a chemical plus it is not salty its a true cheese flavor this is a must have in my kitchen just adding this you can mix it with a buttery spread for a new twist on garlic bread bake it in the oven for a few minutes bread wrapped in foil at 350 my company could not get enough im sure ill come up with more uses stay tuned
1,I havent eaten a pice of bread in so long I dream about it This is pretty good bread very good texture moist and as I eat each slice I think about ways I could change the bread with cinnamon and raisins for breakfast and so on  Very Good
1,I never knew they could dehydrate sour cream before  I cant wait to get started making my own recipes with this product
-1,Compared to Natural Valley protein bars Peanut Almond Dark Chocolate specifically the texture is much less nutty and more like bark Too little chocolate flavor
-1,If you think your going to get that awesome full flavor and aroma you bought in a coffee shop in Kona forget it If you add the cost of this stuffHawaii Rosters you can do better  Its just OK and is not worth the price IMO
-1,I remembered liking this soup and ordered a case  I dont know if they changed the recipe or if there was a problem with the order but this isbleechgummybland  Fortunately the dog will eat it mixed with her dry food so not a total waste
1,if its primarily made from lobster what else is in there I wonder PrimarilyWho uses a word like that on a food label Its primarily delicious among other things things we usually have no energy to talk about after eating a fine meal Im so full of primarily lobster bisque that Ive been making and have come to be addicted to NO I will not share the recipe because I am too full and dont feel like it Primarily
1,This bouillon works wonders in navy beans I put 2 tsp in one pot and Celtic sea salt and thats it It comes out very good and tastes delicious Will purchase again
-1,I was under the impression I was getting a box of 15 bars at least there was nothing otherwise that would indicate something less I received one bar on a hot Saturday afternoon delivered by the Post office The bar was soft and we had to refrigerate it for several minutes before we could taste it The first taste was enough to appreciate the fact we only received one bar of the Think This Chocolate Fudge Bar There is a slightly bitter taste plus there is a lingering dryness that will take a while to disappear While the bar touts only 20g of protein and zero sugar I think we will opt for a High Protein Bar that has more flavor and less of the after lingering effects I just ate a Hershey bar and now the original taste is gone By doing so I messed up terribly the sugar and protein count for todayThe bar states that the mission of thinkThin is to positivity impact the lives and wellness of others and to lead in changing the endemic destruction of weight and poor nutrition related diseases in our country I am afraid the maker has gotten somewhat carried away in hisher ambitious mission statement I may never buy a protein bar again Sorry I do agree that you would probably lose weight since after the first bite I wanted nothing else to eatBy the way the bar does not hold up to the very hot heat outside here in Texas however In have to fault the Post office for part of this since the delivery was made in the late afternoon thus that little bar has been on that truck all day
1,money wise in any case Theyre much cheaper than in any stores in our area The only drawback is cleaning them off and breaking off the stems It might take a while Otherwise no complaints Theyre delicious after soaking them for about 20 minutes in cold water I love them in gravies and over potatoes and pasta
1,Bought for our daughter who just gave birthThis tea is suppose to increase mothers milk for breast feedingOur daughter really didnt have any issues producing milkwe thought it could not hurtWell she loves the taste of the tea and if produces more milkthen she have no problem going back to work filling those containers for our grandson
1,This is one of my favorite lunch staples and something that I try to keep stocked in my food pantry at all times I also love the steak and noodles variety Its much much better than the original version of Cambells chicken noodle soup  and and for the price makes for a tasty lowcal and filling lunch or even dinner Ill doctor it up sometime by adding a little lemon juice fatfree sour cream or mozzarella or parmesan cheese Add a few crackers and its a substantial meal I am particularly happy that this is available through Amazon Prime since I live on a bridgeless island and have to haul my groceries over on a ferry Now periodically a box of this soup is delivered to my cottage porch by the island UPS ladyand with no shipping feegiving me a constant supply on hand
-1,One of my dogs certainly like this little tab  It has not however solve our flea problemsI have two terriers  One which has skin problems and I had hoped Brewers Yeast would help him out  Oddly his tablet has to be mixed into his wet foodFlea control still has to be used  The bottle is still almost full  So I will continue to use it for their coats  But I would not recommend as flea control
1,We make a big pot of this refreshing and gently invigorating green tea every morning Its delicious a blend of white  green tea leaves that brings out the best in each Ive imbibed a great deal of tea from various parts of the world and this is an excellent richly flavorful tea For fun we often add a couple of bags ofCelestial Seasonings Herb Tea Peppermintto the pot its a riff on a Moroccan tradition that mixes mint leaves with tea Enjoy
1,I have to admit I was nervous to try a canned product but I was very pleased The appearance is not great coming out of the can but when you mold it or mix it in with other foods its just like ground beef The taste is very subtle almost nothing which I think is a great benefit because it will absorb the flavor of whatever you cook with it In general Im very happy with this product and Im glad to have found it on Amazon because I have never seen it in a store
1,I enjoyed this  Because I liked it on July 11 I subscribed to get it every two months  I am an Amazon prime customer and expected it would promptly arrive in two days  It is July 15 and it is still not here  Noticed why if you subscribe the arrival date becomes weird and distorted from what is promised to Amazon Prime customers  It is said this is due to a subscribed item being shipped free OMG Rip off Not to get my coffee until July 22  Coffee lover boiling  You need to read Amazon print out details Yessiree  Perhaps a pop up attorney who says whoa cowboy Have a cup of joe and let sit down and talk awhile about what you will be getting when you hiy the buy key  You know not all gold is real gold some is iron pirates Now here when you order there may could be a bit of a wait as it will be put on the slow boat via China because it gets shipped for free  Say that again You shipped what free  Yes sir shipping delay is free with your coffee
-1,You look at the box and you think  a way to sneak in more veggies that no one will notice As good as that might sound you have to look deeper at this box and the product insideI prepared this for my family and I was immediately confused by the nutritional list on the box  Now a nonveggie pasta from Kraft Mac  Cheese has three servings this listed only two but to be blunt it easily fed three people  It also listed only one half serving of vegetables per serving in the box so frankly with one box feeding three of us it was basically adding no vegetable value at allThe taste was basically tasteless We expect a certain cheesiness from Kraft and this just failed utterly  It was salty but not cheesy  The only creaminess was from the milk and butter I added along with some spice when it proved so blandI could take a nice tomato andor spinach pasta and add my own cheese mix to get a product that was tastier and healthier  My family would eat it and be better pleased as well  No one liked it in my household
-1,I am a chocolate fanatic and pairing chocolate with tea only seems natural to me  Ive sampled several chocolate flavors and this Stash tea when compared to the others is nothing spectacular  When unbrewed the Stash tea bag smells like chocolate but that scent does not translate to much of a chocolate flavor once the tea is brewed  I could taste quite a bit of vanilla and some nut but the chocolate was just negligible Additionally there was a strange aftertaste with this tea  It just wasnt pleasantIf you are committed to a chocolate decaffeinated beverage your choices will be limited I have sampled quite a few chocolate teas and many use a black tea base  However if interested in a caffeine free tee that has a good body I would recommendChocolate Chai Tea by Zhenas Gypsy Tea which is a naturally caffeine free tea  Zhenas chocolate chai is supposed to taste like chocolate but it has a lot of spices  StillChocolate Chai Tea by Zhenas Gypsy Teahas a much richer overall flavor than the Stash Premium Chocolate Hazelnut teaIf you dont care about caffeine and are just looking for a chocolate tea there are several others that I would recommend before this one  They includeTisano Organic Chocolate TeaSerendipiTea ChocolaTea Chocolate Vanilla Rooibos  Black Tea 4Ounce Boxes Pack of 2 andBigelow White Chocolate ObsessionTea 16Ounce Boxes Pack of 6  The first two are loose teas and the last is a bagged teaAt the end of the day I dont think I would recommend this Stash tea to any chocolate lover  It doesnt taste like chocolate and the overall flavor is poor
1,Ive been buying these carob chips for years No other chips compare These are just the right amount of sweetness  mimic chocolate Theyre great for baking in place of choc chips but also good to at by themselves out of the bag Also the customer service is great the folks at Barry Farms are awesome
1,Never been a lover of herbal teas but middle age has brought on bouts of insomnia  very sad  anyway  I finally figured out that my great love of tea has been keeping me awake at night and have actually been craving herbal teas  I tried and disliked them intensely when they were popular in the 90s but took another try at it again a few days agoMy biggest problem with them was how any fruit tea tasted so herby to me  But not anymore  These teas and Ive tried them but the peach taste like real fruit  There is an herbal taste but its mellowed rounded and in the background  I actually like them a lot  I am sitting here with the black cherry steaming in a cup and again save the slightest herbal taste it reminds me a life saver cherry candy  I actually taste a definite tartness in the after taste which I loveSo Im sold  The blueberry and raspberry were outstanding and very true to their namesake  and they smell good  Tried both last night and realized that my kitchen smelled like fruit juice when I woke up this morning  I was delighted by that
-1,These noodles were very good but my boxes had bugs in them  small black about half a size of a small ant  Packaging is bad  noodles are not sealed theyre just plain in the box coated in seasoning and all  Any bug can get into this box and feast on tasty noodles  I cant imagine why they made the choice not to put them at least in a sealed plastic bag inside the package Plain noodles are ok theyre completely dry but this product was seasoned  For this reason Id never buy them again  Bugs took good 2 months to get rid of extremely annoying in a completely bugfree home  Now I understand why all seasoned noodles come in plastic packaging  I had to throw out all remaining noodles
1,Okay so I am new to Senseo and ALL of its varieties of coffees The machine came with a sample of Dark Roast Its not that the roast itself was bad it just tasted flat  none of the overtones of the nectar of the gods  and I was sorely disappointed However I was on a mission to make 1 cup at a time having reviewed all the other 1 cup machines out there I was sure that Senseo was not just the best deal but the best machine  and then when all hope seemed lost a light at the end of the tunnel was seen and at its core was Medium Roast This stuff is good coffee people You can taste the nuances and hints of floral chocolately nutty and all those other words that go with describing good coffee so I highly recommend these pods They taste wonderful and will have you returning to the Senseo for another cup before work begins FIVE STARS
-1,We have tried everything to get even one bag to come out correctly  Either it leaves LOTS of kernels in the bag and very little popcorn to eat OR it burns in big globs and at least 14 is burned  We give up  Our microwave is 1200 watts and we have tried the popcorn button AND numerous times tried other times AND we stand there and listen to it  The kernels are still popping vigorously but it is burning inside  Enough is enough  What a shame because it is good tasting what little we get from one  bag but too frustrating
1,This is my favorite gluten free cereal  and healthy too My semilocal health food store cant keep enough of it in stock so I am thrilled to have it on subscribe and saveNatures Path Organic Mesa Sunrise Cereal 264Ounce Bags Pack of 6
1,I order this all the time from Amazon as my 4 and 9 year olds love it and it is a great priceThe bags are easy to open and not messy to eat  The product is very tasty and the bags have just the right amount in each bagGreat for lunchboxes
-1,I threw it away It tasted bad It was bitter and tasted wierd Maybe I got a bad batch or something
-1,As someone who has been a fan of Ostrim products for the past five years I have probably eaten 300400 of these high protein snacks without incident  Unfortunately this was not the case with my purchase in February of 2011 In an attempt to shave costs off of my high protein diet that can over 1000 dollars per month for one person I decided to purchase 60 Ostrim sticks 3 x 20 in regular barbecue and teriyaki flavors Since the expiration dates of these are generally a year into the future I assumed that I could store the sticks for several weeks  I was dead wrongAfter about four weeks of storing the sticks at room temperature several of the shrinkwrapped airtight sticks started inflating like balloons This is a sign CO2 and methane being generated during decomposition The inflated sticks were discarded and the few remaining that were still in their normal shrinkwrapped state were placed in a refrigeratorAbout a week later I ate three refrigerated sticks just before heading to a venue for which I purchased tickets  This enabled me to get an exact timeline of the events which are chronicled below  Suffice it to say about four hours after eating three of the refrigerated sticks I became deathly ill  I am 99 certain the Ostrim sticks were the source of the food poisoning due to the highly controlled high protein diet at the time where every food calorie and gram of protein was being monitoredThe symptoms were so severe I thought about going to the hospital My girlfriend at the time was a physician who was able to provide some assurance that the issue was not life threatening It took about three days to recover which meant three days of zero productivity In the end a regular Ostrim consumer became someone who cringes at the very sight of the Ostrim display at my health clubTimeline of Ostrim Food PoisoningEventDateTimeOrder from Amazon2112011Package Arrived 2162011Discard of inflated decomposed  Ostrich sticks3122011Ate three Ostrich sticks3192011700 PMInitial heart burn3192011915 PMIllness begins31920111100 PMFull blown food poisoning symptoms3202011100 AMFull recovery3222011
-1,after reading al the reviews i tried this product and do not like the consistency I found that if i cook it in the microwave for a few minutes before using in recipes it is slightly more palatable this is not my favorite chicken substitute  prefer the fri chik over this product
-1,Added sugar honey corn syrup fructose and corn starch A healthy snack should not contain any of these Freshness varies too Id avoid this product
1,Tea comes out rather weak for my taste  usually have to use 2 bags for one cup  However it does greatly help to ease the stomach when strong enough  Still gets 4 stars as its the best option short of boiling actual ginger root
-1,This coconut water has a very weird smell and a bad after taste like its an old coconut  The other coconut water I have had is the Vita coco and its not bad but its better than this Zico  Zico does not taste fresh at all  If you dont breath you can drink it down  Im going to give the rest of the cartons to my mom I hope she likes it  Ewww
-1,I dont have to lose weight However I am fighting chronic candidiasis and I have to stay away from sugar all refined carbs and dairy products When I found these chocolate barswhich taste great to me I wrongly believed I had finally found the chocolates that wouldnt feed my Candida I was wrong because Maltitol does feed Candida I found out that XYLITOL is the only sweetener that does not feed the yeast Fortunately I managed to find delicious dark chocolate bars sweetened with Xylitol on the Internet and I am going to stick to those Being that Xylitol is so healthy why isnt it used on more products Unfortunately many of us already know the answer 
1,Nutmeg is rich in protective antiinflammatory compounds that can lower your risk of cancer by stifling tumor growth Macelignan the compound in nutmeg fights the germs which reduces plaque formation by 50 percent and eradicates cavityproducing microbes This is not saffron Saffron is very very expensive and comes from Iran Nutmeg is from Malaysia and Indonesia For purity place some in water If water turns into a murky color then it is diluted since real nutmeg will turn water yellow In small quantities nutmeg is safe but in higher quantities nutmeg is very poisonous and toxic Nutmeg has been used as a drug in other countries and indulgence can cause a slew of adverse effects I use it in moderation and try to get the whole nut and grind it myself In my big dishes I just throw in the nut no grinding Nutmeg has a very strong and distinctive tasteSpice Hunter is sold everywhere so prices varies considerably This is a good brand in organic form Powders always lose the taste and smell sooner than the whole nut regardless of the food item but grinding may be a challenge for such a hard nut
1,I bought both the Blueberry and Strawberry versions of these through Amazons Subscribe  Save Program I shop at Costco a lot and have been disappointed that they only carry the Frosted variety of toaster pastries I refuse to pay the grocery store prices for a treat like this so for years Ive done without Both Strawberry and Blueberry are good but I find the Blueberry to have more fruit flavor than the Strawberry Either way if youre like me youll enjoy this product and the Amazon Subscribe  Save price is quite reasonable too
1,Like it
-1,This formula came just at the time my baby had developed a bad gas habit However after trying this for a few days I gave up The first attempts seemed to reduce gas however she actively disliked the taste this is soy based versus regular milk based formulasBut I should note that I have not tried other soy based brands so Im giving this two stars instead of one
1,boo hiss  Ok the nutritional values are ok If that is your goal then go for it Coconut water is packed with electrolytes Very hydrating  If you are wondering if it will taste like your beloved coconut waternot so much It is not bad just not what I was hoping for  If you are not a person that regularly consumes fresh coconuts this may not mean much to you  I am rating a 4 because I can appreciate the strive for something healthy  On the other hand the taste just did not do it for me  Back to going ninja on the coconuts with the cleaver
-1,Kelloggs has come up with the ultimate in unhealthful snack foods with these bite size sugar fixes Sure the graham snacks are made with whole wheat but two of the most prominent ingredients are sugar and high fructose corn syrup And the buns dont taste much of cinnamon For my grocery cart these tidbits are out
-1,Its too bland for my taste it has absolutely no kick to it Not what im used to when it comes to curry i had to add some seasoning to it and heat it up longer than normal to make it thicker I think this would be my only purchase
-1,Just hated this mac and cheese So artificial yuck and made me sick in the stomach I bought a whole lot and could not eat more than two packs Gave away some to friends and neighbor kids and everyone hated it Worst mac and cheese ever Look at the ingredients and calories  not healthy either I simply wasted my money
-1,I drank this tea and within an hour needed to go to an after hours urgent care center  I have had numerous herbal teas in my life and really I get to this one and have an allergic reaction  Definately not happy now that I ordered the six pack and only went through one cup and a sip of another cup  before I started to have issues
1,I love this product It has a nutty cheesy taste And way less calories than regular cheese so I use it in the place of cheese in some recipes
1,I use only Sweet Leaf pure stevia for sweetening beverages and foods The liquid is best for cooking and for adding to cold beverages The dropper helps to measure it accurately The price through Amazon is better than that at the grocery store I will keep buying it as long as Amazon has it available The words 34Limited Quantities34 in the product listing make me wonder if it will continue to be available at Amazoncom
1,i just purchase the tea today and i already enjoy ittheres different flavor and 5 in each flavor packet this is going to last me a long long timegreat bye thank  you Lord
-1,I purchased this bargain size but it resists being mixed into a hot cup of anything resembling curdled milk or cream Since theres so much and it actually does not have the same rich mouth taste which is why I bought it to use with milk as a cheaper version of half and halfnow Im thinking as I write this that maybe if I premix this with boiled water and store it in the fridge like cream that the curdled issue will not be an issueBut otherwise sometimes it pays to spend a bit more for something known and just enjoy it
1,This was really yummy mildly spicy so that I could add hot sauce as needed and actually it was good hot or cold I love this stuff with brown basmati rice cooked in my rice cooker but I also like it with wholegrain crackers when I just dont feel like cooking
1,When I first started eating gluten free I was happy with GFs Pantrys White Bread As time went by however I started looking for more taste less crumble and more versatility I found it with Pamelas Wheat FreeGluten Free Bread Mix The addition of sorghum flour lends a honeywhole wheat taste and a nice structure to the finished product I have made beautiful baked goods with this all by hand no stand mixer including cinnamon buns yummy chewy pizza crust pie crust French bread pretzels and the BEST gluten free bagels I have ever had Its also vegan So those with dairy or egg intolerance can play with it too Amazons Subscribe and Save program makes this an affordable option that I can share with my whole family Its not just called Moms bread now
1,A good product that both tasted fantastic and was inherently healthy  The price was a nice one over what I could find in a bulk product  It has eaten well in salads morning cereals cupcakes and desert cakes  I reordered it
1,I never drank coffee and ended up with a collection of Celestial Seaonings teas in my cupboard  Until recently for whatever reason i was drinking Trader Joes peppermint teaI suppose I thought it was cheaper and it was but it always seemed weak and i would have to use two bags to get the stomachsoothing effect peppermint is known forNot so with Celestial Seasonings I started purchasing this again and it is perfect  I will never use another brand of peppermint tea
1,My kids are crazy about this stuff and sprinkle it on just about everything It adds a nice taste to popcorn rice or tofu I wouldnt be without it in my kitchen
1,Love love love this coffee I cant imagine starting my day without it The flavor is smooth not acidic at all Highly recommended
1,OK not really magic but it sure does make you feel better when you have a cold It also does wonders at soothing a sore tummyHonestly the first time I tried this drink I thought it smelled kind of funny But once I took a couple of sips the warmth of the ginger and the sweet taste of honey all combined and cleared my sinuses soothed my sore throat and made me feel really relaxed Now it just smells like ginger and honey to me and I know it will make me feel betterI also drink it when I have an upset stomach The ginger makes you feel like all your stomach muscles relax and it warms you up from the inside It settles queasiness tooBut dont just think of this as a medicinal drink Its tasty and is a great addition to my collection of tea Even when Im not feeling a cold or a stomach ache its a great way to warm up and relax
-1,Pack of 8 Campell soup listed for 5100 regular LolWhat grocery store sells them for that price They must be kidding right  Now on sale for what You can buy them in any store for a little over 100 each On sale even less Bogus PricesBogusPrices This grocery site is not for me
-1,Loved the idea of a healthy snack so gave these a try Tasty treat but WAY too much salt They are soooo salty they gave me a headache  If you are watching your sodium intake skip these little crackers  Its too bad too because otherwise they were a nice snack  Not going to purchase again
1,I got 2 cans of these cashews and used them for holiday baking  Fresh quality product  I would order again if I had the need
1,I love this stuff Tastes great I find it calming I offer it to guests who have given it positive reviews as well Yogi makes great teas and this is one of my favorites
1,I am a new Vegan so finding things that are good for me and taste really good were essential for me in my new venture as a Vegan Well Ive only had it for a week but I already have used it many times Ive used it in many fruit Smoothies at this point I really like it I can see continuing to use it for a lot of my juicing and smoothies in the future AND it tastes good
-1,Doesnt taste like real coconut water  They may have used extremely young coconuts that are are not desirable or some secondrate coconut crop
-1,This takes nothing like chocolate at all  It has a strong cinnaminnutmeg flavor that reminds me of pumpkin pie  I tried one and dont think Ill be drinking any more  As far as energy goes I do think it works   but I cant enjoy the drink enough to continue
